Logging for microserv2       start 
03/16/2024, 16:15:59 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:00 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:01 INFO:   Function called twice with mno bit
03/16/2024, 16:16:02 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:16:03 INFO:   Got signal to peek load
03/16/2024, 16:16:03 INFO:   Device working in turbo mode
03/16/2024, 16:16:03 INFO:   Device working in turbo mode
03/16/2024, 16:16:05 INFO:   Got signal to peek load
03/16/2024, 16:16:05 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:07 WARNING:   Got signal to peek load
03/16/2024, 16:16:07 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:07 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:08 INFO:   Got signal to peek load
03/16/2024, 16:16:09 INFO:   user xxx logged in
03/16/2024, 16:16:10 INFO:   Device working in turbo mode
03/16/2024, 16:16:10 INFO:   Device working in turbo mode
03/16/2024, 16:16:11 INFO:   Got signal to peek load
03/16/2024, 16:16:11 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:16:11 INFO:   Function called twice with mno bit
03/16/2024, 16:16:11 INFO:   Got signal to peek load
03/16/2024, 16:16:12 INFO:   user xxx logged in
03/16/2024, 16:16:12 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:12 INFO:   Device working in turbo mode
03/16/2024, 16:16:13 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:13 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:16:14 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:14 DEBUG:   Function called twice with mno bit
03/16/2024, 16:16:15 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:15 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:16:17 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:18 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:18 WARNING:   Device working in turbo mode
03/16/2024, 16:16:18 WARNING:   user xxx logged in
03/16/2024, 16:16:18 WARNING:   user xxx logged in
03/16/2024, 16:16:19 WARNING:   Got signal to peek load
03/16/2024, 16:16:20 WARNING:   user xxx logged in
03/16/2024, 16:16:20 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:20 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:22 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:22 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:23 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:23 WARNING:   Device working in turbo mode
03/16/2024, 16:16:23 WARNING:   Got signal to peek load
03/16/2024, 16:16:24 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:24 WARNING:   user xxx logged in
03/16/2024, 16:16:25 WARNING:   Device working in turbo mode
03/16/2024, 16:16:26 WARNING:   user xxx logged in
03/16/2024, 16:16:26 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:26 WARNING:   user xxx logged in
03/16/2024, 16:16:27 WARNING:   user xxx logged in
03/16/2024, 16:16:27 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:28 WARNING:   Device working in turbo mode
03/16/2024, 16:16:28 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:29 WARNING:   Got signal to peek load
03/16/2024, 16:16:29 WARNING:   Device working in turbo mode
03/16/2024, 16:16:29 WARNING:   user xxx logged in
03/16/2024, 16:16:30 DEBUG:   Got signal to peek load
03/16/2024, 16:16:31 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:31 DEBUG:   Got signal to peek load
03/16/2024, 16:16:32 DEBUG:   Got signal to peek load
03/16/2024, 16:16:32 DEBUG:   Got signal to peek load
03/16/2024, 16:16:33 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:34 WARNING:   Device working in turbo mode
03/16/2024, 16:16:34 WARNING:   Function called twice with mno bit
03/16/2024, 16:16:34 WARNING:   user xxx logged in
03/16/2024, 16:16:35 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:36 WARNING:   user xxx logged in
03/16/2024, 16:16:37 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:16:37 INFO:   Function called twice with mno bit
03/16/2024, 16:16:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:39 INFO:   Device working in turbo mode
03/16/2024, 16:16:39 INFO:   Got signal to peek load
03/16/2024, 16:16:40 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:16:40 DEBUG:   user xxx logged in
03/16/2024, 16:16:41 DEBUG:   user xxx logged in
03/16/2024, 16:16:42 WARNING:   Device working in turbo mode
03/16/2024, 16:16:43 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:43 WARNING:   Device working in turbo mode
03/16/2024, 16:16:44 WARNING:   user xxx logged in
03/16/2024, 16:16:44 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:45 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:46 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:16:47 ERROR:   kernel fault detected in core
03/16/2024, 16:16:48 INFO:   Got signal to peek load
03/16/2024, 16:16:48 INFO:   user xxx logged in
03/16/2024, 16:16:49 INFO:   Function called twice with mno bit
03/16/2024, 16:16:49 INFO:   Device working in turbo mode
03/16/2024, 16:16:49 INFO:   Got signal to peek load
03/16/2024, 16:16:49 INFO:   Device working in turbo mode
03/16/2024, 16:16:50 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:51 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:16:51 INFO:   Got signal to peek load
03/16/2024, 16:16:52 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:52 INFO:   user xxx logged in
03/16/2024, 16:16:53 INFO:   Function called twice with mno bit
03/16/2024, 16:16:53 INFO:   user xxx logged in
03/16/2024, 16:16:54 INFO:   Got signal to peek load
03/16/2024, 16:16:54 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:54 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:16:55 INFO:   Function called twice with mno bit
03/16/2024, 16:16:56 WARNING:   Function called twice with mno bit
03/16/2024, 16:16:56 WARNING:   Device working in turbo mode
03/16/2024, 16:16:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:57 WARNING:   Got signal to peek load
03/16/2024, 16:16:57 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:16:58 WARNING:   Device working in turbo mode
03/16/2024, 16:16:59 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:00 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:01 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:17:02 DEBUG:   Got signal to peek load
03/16/2024, 16:17:02 WARNING:   Got signal to peek load
03/16/2024, 16:17:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:03 WARNING:   Device working in turbo mode
03/16/2024, 16:17:03 WARNING:   Got signal to peek load
03/16/2024, 16:17:04 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:05 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:05 WARNING:   Got signal to peek load
03/16/2024, 16:17:05 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:05 WARNING:   Device working in turbo mode
03/16/2024, 16:17:06 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:17:07 DEBUG:   Got signal to peek load
03/16/2024, 16:17:07 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:07 DEBUG:   Function called twice with mno bit
03/16/2024, 16:17:08 DEBUG:   Got signal to peek load
03/16/2024, 16:17:09 WARNING:   user xxx logged in
03/16/2024, 16:17:09 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:09 WARNING:   Device working in turbo mode
03/16/2024, 16:17:10 WARNING:   user xxx logged in
03/16/2024, 16:17:10 WARNING:   user xxx logged in
03/16/2024, 16:17:11 WARNING:   Got signal to peek load
03/16/2024, 16:17:12 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:13 WARNING:   Device working in turbo mode
03/16/2024, 16:17:14 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:14 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:15 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:16 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:16 WARNING:   user xxx logged in
03/16/2024, 16:17:17 ERROR:   kernel fault detected in core
03/16/2024, 16:17:18 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:17:18 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:17:18 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:17:19 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:17:20 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:17:21 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:17:23 DEBUG:   Device working in turbo mode
03/16/2024, 16:17:23 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:23 DEBUG:   Function called twice with mno bit
03/16/2024, 16:17:24 DEBUG:   Function called twice with mno bit
03/16/2024, 16:17:24 DEBUG:   Got signal to peek load
03/16/2024, 16:17:25 DEBUG:   Function called twice with mno bit
03/16/2024, 16:17:26 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:27 INFO:   user xxx logged in
03/16/2024, 16:17:27 INFO:   Function called twice with mno bit
03/16/2024, 16:17:27 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:17:28 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:28 DEBUG:   user xxx logged in
03/16/2024, 16:17:29 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:17:29 DEBUG:   Device working in turbo mode
03/16/2024, 16:17:30 DEBUG:   Got signal to peek load
03/16/2024, 16:17:31 DEBUG:   user xxx logged in
03/16/2024, 16:17:31 DEBUG:   user xxx logged in
03/16/2024, 16:17:31 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:17:32 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:33 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:33 WARNING:   Got signal to peek load
03/16/2024, 16:17:34 WARNING:   user xxx logged in
03/16/2024, 16:17:34 WARNING:   Device working in turbo mode
03/16/2024, 16:17:34 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:34 WARNING:   user xxx logged in
03/16/2024, 16:17:35 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:36 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:36 WARNING:   Got signal to peek load
03/16/2024, 16:17:37 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:37 WARNING:   user xxx logged in
03/16/2024, 16:17:37 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:38 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:39 INFO:   user xxx logged in
03/16/2024, 16:17:39 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:17:40 INFO:   Got signal to peek load
03/16/2024, 16:17:40 INFO:   Device working in turbo mode
03/16/2024, 16:17:40 INFO:   Device working in turbo mode
03/16/2024, 16:17:41 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:17:41 INFO:   user xxx logged in
03/16/2024, 16:17:42 INFO:   Device working in turbo mode
03/16/2024, 16:17:43 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:43 INFO:   Function called twice with mno bit
03/16/2024, 16:17:44 INFO:   Function called twice with mno bit
03/16/2024, 16:17:44 INFO:   user xxx logged in
03/16/2024, 16:17:45 INFO:   Device working in turbo mode
03/16/2024, 16:17:45 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:46 WARNING:   user xxx logged in
03/16/2024, 16:17:46 WARNING:   Got signal to peek load
03/16/2024, 16:17:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:46 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:47 WARNING:   user xxx logged in
03/16/2024, 16:17:48 WARNING:   user xxx logged in
03/16/2024, 16:17:49 WARNING:   Device working in turbo mode
03/16/2024, 16:17:49 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:50 WARNING:   Device working in turbo mode
03/16/2024, 16:17:51 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:51 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:52 WARNING:   Got signal to peek load
03/16/2024, 16:17:53 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:53 WARNING:   user xxx logged in
03/16/2024, 16:17:54 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:17:55 INFO:   Function called twice with mno bit
03/16/2024, 16:17:56 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:17:57 WARNING:   Device working in turbo mode
03/16/2024, 16:17:57 WARNING:   Function called twice with mno bit
03/16/2024, 16:17:58 WARNING:   user xxx logged in
03/16/2024, 16:17:58 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:17:59 WARNING:   Got signal to peek load
03/16/2024, 16:17:59 WARNING:   Got signal to peek load
03/16/2024, 16:17:59 WARNING:   Device working in turbo mode
03/16/2024, 16:18:00 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:18:02 INFO:   user xxx logged in
03/16/2024, 16:18:02 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:03 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:18:04 WARNING:   user xxx logged in
03/16/2024, 16:18:04 WARNING:   Function called twice with mno bit
03/16/2024, 16:18:05 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:05 WARNING:   Function called twice with mno bit
03/16/2024, 16:18:06 INFO:   Device working in turbo mode
03/16/2024, 16:18:07 INFO:   user xxx logged in
03/16/2024, 16:18:07 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:08 INFO:   Got signal to peek load
03/16/2024, 16:18:08 INFO:   Function called twice with mno bit
03/16/2024, 16:18:09 INFO:   Device working in turbo mode
03/16/2024, 16:18:10 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:10 DEBUG:   user xxx logged in
03/16/2024, 16:18:10 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:11 DEBUG:   Device working in turbo mode
03/16/2024, 16:18:12 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:12 DEBUG:   Device working in turbo mode
03/16/2024, 16:18:13 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:13 DEBUG:   user xxx logged in
03/16/2024, 16:18:13 DEBUG:   Got signal to peek load
03/16/2024, 16:18:13 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:14 DEBUG:   Got signal to peek load
03/16/2024, 16:18:15 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:16 DEBUG:   Got signal to peek load
03/16/2024, 16:18:17 DEBUG:   user xxx logged in
03/16/2024, 16:18:17 DEBUG:   Device working in turbo mode
03/16/2024, 16:18:18 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:19 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:19 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:18:20 WARNING:   Function called twice with mno bit
03/16/2024, 16:18:21 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:22 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:23 DEBUG:   user xxx logged in
03/16/2024, 16:18:23 DEBUG:   user xxx logged in
03/16/2024, 16:18:24 DEBUG:   user xxx logged in
03/16/2024, 16:18:25 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:25 DEBUG:   user xxx logged in
03/16/2024, 16:18:26 DEBUG:   user xxx logged in
03/16/2024, 16:18:26 DEBUG:   user xxx logged in
03/16/2024, 16:18:27 INFO:   user xxx logged in
03/16/2024, 16:18:27 INFO:   Device working in turbo mode
03/16/2024, 16:18:28 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:18:30 DEBUG:   Device working in turbo mode
03/16/2024, 16:18:30 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:31 DEBUG:   user xxx logged in
03/16/2024, 16:18:32 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:32 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:33 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:34 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:34 DEBUG:   Device working in turbo mode
03/16/2024, 16:18:35 DEBUG:   user xxx logged in
03/16/2024, 16:18:35 DEBUG:   Got signal to peek load
03/16/2024, 16:18:36 DEBUG:   Got signal to peek load
03/16/2024, 16:18:36 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:37 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:38 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:39 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:40 WARNING:   Function called twice with mno bit
03/16/2024, 16:18:41 DEBUG:   Got signal to peek load
03/16/2024, 16:18:41 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:41 DEBUG:   Device working in turbo mode
03/16/2024, 16:18:42 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:43 ERROR:   kernel fault detected in core
03/16/2024, 16:18:44 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:18:44 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:18:44 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:18:45 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:18:45 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:18:46 ERROR:   kernel fault detected in core
03/16/2024, 16:18:46 ERROR:   kernel fault detected in core
03/16/2024, 16:18:47 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:18:47 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:18:48 INFO:   user xxx logged in
03/16/2024, 16:18:48 INFO:   Got signal to peek load
03/16/2024, 16:18:49 WARNING:   Got signal to peek load
03/16/2024, 16:18:50 WARNING:   user xxx logged in
03/16/2024, 16:18:51 WARNING:   user xxx logged in
03/16/2024, 16:18:52 DEBUG:   Function called twice with mno bit
03/16/2024, 16:18:53 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:18:53 DEBUG:   Device working in turbo mode
